-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 
Location: Latitude  55.2959   Longitude 11.7059 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 16.66 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS        MERRA-2 Surface Pressure (kPa) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,PS,WS10M,WD10M,WS50M,WD50M
2023,1,1,100.37,9.0,234.19,12.59,235.06
2023,1,2,100.8,5.26,224.81,7.62,225.25
2023,1,3,101.91,6.57,246.06,8.95,246.75
2023,1,4,100.24,9.43,211.94,12.35,213.44
2023,1,5,100.59,7.75,240.25,10.05,240.88
2023,1,6,101.02,8.25,195.81,10.91,196.81
2023,1,7,100.86,5.79,190.5,8.09,191.5
2023,1,8,99.82,5.9,185.12,8.09,186.0
2023,1,9,99.4,4.93,195.38,6.49,196.25
2023,1,10,100.69,6.25,223.88,8.37,224.75
2023,1,11,100.05,8.84,215.19,11.54,216.5
2023,1,12,99.56,7.47,213.94,9.93,215.0
2023,1,13,99.21,10.41,217.94,13.44,219.38
2023,1,14,99.66,9.97,216.94,12.66,218.31
2023,1,15,98.38,12.81,228.75,16.26,230.19
2023,1,16,98.58,8.29,183.62,10.52,184.62
2023,1,17,97.66,8.29,186.56,10.43,187.38
2023,1,18,98.93,6.14,206.38,8.45,207.12
2023,1,19,99.55,7.37,198.5,9.72,199.44
2023,1,20,101.15,2.3,200.06,3.22,200.38
2023,1,21,103.01,4.72,52.69,6.39,53.0
2023,1,22,103.41,5.6,60.88,7.47,61.94
2023,1,23,103.72,2.51,126.31,3.51,127.12
2023,1,24,103.71,3.48,249.25,4.88,249.5
2023,1,25,102.7,6.27,234.19,7.9,235.0
2023,1,26,101.96,5.4,171.31,7.17,171.81
2023,1,27,102.66,3.42,72.94,4.52,73.0
2023,1,28,102.29,5.38,254.0,7.27,254.75
2023,1,29,101.2,8.48,249.19,10.84,250.12
2023,1,30,99.67,11.62,285.56,14.96,286.75
2023,1,31,100.23,9.85,270.0,12.73,271.12
2023,2,1,99.65,10.84,272.5,13.83,273.62
2023,2,2,101.12,5.6,300.38,7.43,301.0
2023,2,3,100.7,9.91,191.44,12.84,192.62
2023,2,4,103.41,3.78,63.44,5.33,63.12
2023,2,5,103.39,5.38,198.88,7.41,199.12
2023,2,6,103.78,2.52,205.25,3.44,205.31
2023,2,7,103.76,4.59,236.25,6.4,236.69
2023,2,8,103.51,5.84,204.94,7.89,205.44
2023,2,9,102.36,8.59,223.94,10.89,225.12
2023,2,10,102.3,8.2,254.44,10.73,255.5
2023,2,11,102.04,8.57,285.25,11.75,286.25
