-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 
Location: Latitude  56.6853   Longitude 8.6598 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 23.63 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS        MERRA-2 Surface Pressure (kPa) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,PS,WS10M,WD10M,WS50M,WD50M
2023,1,1,99.95,6.21,188.38,8.99,190.19
2023,1,2,100.61,4.03,246.06,6.76,246.56
2023,1,3,101.59,5.87,230.81,8.99,231.5
2023,1,4,99.62,9.07,218.25,12.19,219.69
2023,1,5,100.7,5.23,226.69,7.05,227.0
2023,1,6,100.43,8.31,204.12,11.3,205.25
2023,1,7,100.29,6.76,181.44,9.7,182.62
2023,1,8,99.27,7.27,186.56,10.02,187.88
2023,1,9,98.98,5.52,194.94,8.06,195.94
2023,1,10,100.2,6.24,219.62,9.27,220.44
2023,1,11,99.38,9.22,223.0,12.66,224.31
2023,1,12,99.06,5.91,212.44,8.41,213.38
2023,1,13,98.56,8.3,230.62,11.27,231.69
2023,1,14,99.1,8.38,217.62,11.38,218.75
2023,1,15,97.63,11.96,237.62,15.56,238.75
2023,1,16,98.14,6.31,179.88,8.76,180.75
2023,1,17,97.28,5.55,202.81,7.12,204.75
2023,1,18,98.43,6.1,196.88,8.65,197.75
2023,1,19,99.28,3.08,140.12,4.08,140.25
2023,1,20,101.19,2.66,35.06,4.23,34.44
2023,1,21,103.1,3.2,65.56,5.2,64.94
2023,1,22,103.45,2.97,103.81,4.26,103.56
2023,1,23,103.67,2.58,183.38,3.86,183.75
2023,1,24,103.42,5.35,226.38,8.37,227.06
2023,1,25,102.27,6.58,237.25,9.6,238.31
2023,1,26,102.08,5.31,149.12,8.42,149.56
2023,1,27,102.68,2.83,131.88,4.68,131.62
2023,1,28,102.06,5.31,262.19,8.84,262.94
2023,1,29,100.87,8.33,252.81,11.71,253.69
2023,1,30,99.78,12.2,296.81,16.03,297.69
2023,1,31,100.07,9.87,272.69,13.31,273.56
2023,2,1,99.52,10.95,287.5,14.37,288.5
2023,2,2,101.04,3.66,245.19,5.7,245.31
2023,2,3,100.8,9.45,199.88,12.82,200.81
2023,2,4,103.29,4.76,117.5,6.81,117.44
2023,2,5,103.18,6.27,281.56,9.16,282.88
2023,2,6,103.62,3.53,259.44,5.55,260.0
2023,2,7,103.38,5.55,218.06,7.84,219.25
2023,2,8,103.01,6.91,198.19,9.16,199.06
2023,2,9,101.89,9.14,243.56,12.2,244.69
2023,2,10,102.02,8.2,262.5,11.44,263.38
2023,2,11,102.03,8.88,286.56,11.9,287.81
2023,2,12,103.02,6.04,272.0,8.29,272.88
2023,2,13,103.13,4.99,274.06,7.8,274.69
2023,2,14,102.99,4.02,195.19,5.77,195.88
2023,2,15,102.04,4.65,185.19,5.82,185.88
2023,2,16,101.24,4.6,228.44,6.95,229.19
2023,2,17,99.71,13.68,250.06,17.59,251.44
2023,2,18,100.61,7.62,304.31,10.74,304.69
2023,2,19,101.2,6.77,285.88,9.51,286.25
2023,2,20,100.06,12.95,271.62,16.7,273.0
2023,2,21,100.8,6.7,289.12,9.12,289.88
2023,2,22,101.01,5.45,153.19,7.23,153.88
2023,2,23,100.7,5.25,281.19,7.58,281.69
2023,2,24,99.38,9.38,214.25,11.97,215.0
2023,2,25,100.71,8.52,16.0,11.41,16.0
2023,2,26,102.18,4.66,95.62,7.05,95.56
2023,2,27,102.74,3.09,331.56,4.67,331.88
2023,2,28,102.83,2.17,288.06,3.05,288.38
2023,3,1,102.73,2.16,69.19,3.08,69.56
2023,3,2,102.32,3.54,261.31,5.63,261.81
2023,3,3,101.67,5.72,271.12,7.68,270.62
2023,3,4,101.42,7.95,334.38,10.59,334.69
2023,3,5,100.65,4.61,323.12,6.59,323.0
2023,3,6,99.55,3.98,250.12,5.36,250.5
2023,3,7,98.21,7.83,291.25,10.35,292.0
2023,3,8,99.23,1.94,259.38,2.72,260.12
2023,3,9,99.37,4.63,229.19,6.73,229.38
2023,3,10,99.25,4.45,74.06,5.8,74.06
2023,3,11,99.92,6.16,289.56,8.61,289.81
2023,3,12,99.95,5.76,212.19,7.84,213.38
2023,3,13,97.85,10.89,213.12,14.75,214.38
2023,3,14,98.42,8.48,295.25,11.23,295.75
2023,3,15,100.44,7.09,278.19,9.66,278.81
2023,3,16,101.06,8.9,168.19,11.3,169.44
2023,3,17,100.3,7.37,184.56,9.71,185.62
2023,3,18,100.55,2.29,221.31,3.43,221.56
2023,3,19,100.86,4.81,176.94,6.63,177.56
2023,3,20,100.92,5.1,267.88,7.01,268.5
2023,3,21,100.52,5.56,188.0,7.35,188.75
2023,3,22,99.51,8.5,211.38,11.11,212.69
2023,3,23,99.18,7.81,212.44,10.23,213.56
2023,3,24,98.81,8.52,219.0,11.12,220.19
2023,3,25,98.96,5.73,251.81,8.36,252.44
2023,3,26,99.92,5.5,337.0,7.41,336.38
2023,3,27,100.84,6.65,253.56,9.0,253.69
2023,3,28,101.57,4.8,160.44,6.26,160.5
2023,3,29,100.67,4.15,180.69,5.54,182.06
2023,3,30,99.53,6.45,173.31,8.33,174.31
2023,3,31,99.31,5.84,125.75,7.2,126.75
2023,4,1,100.61,8.82,63.44,11.25,64.19
2023,4,2,102.55,4.42,57.25,6.29,57.56
2023,4,3,103.17,1.91,87.81,2.45,87.31
2023,4,4,102.61,3.21,260.44,4.14,275.06
2023,4,5,102.02,2.17,62.06,3.1,63.0
2023,4,6,101.56,4.71,135.94,6.26,137.06
2023,4,7,102.11,6.22,83.5,8.05,84.38
2023,4,8,102.56,3.99,71.62,5.7,72.31
2023,4,9,102.41,2.51,135.19,3.77,135.5
2023,4,10,101.26,8.84,143.81,11.48,145.06
2023,4,11,100.0,6.5,217.44,8.4,218.5
