-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 
Location: Latitude  55.5208   Longitude 8.7171 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 21.58 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS        MERRA-2 Surface Pressure (kPa) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,PS,WS10M,WD10M,WS50M,WD50M
2023,1,1,100.17,8.93,227.5,12.2,228.25
2023,1,2,100.75,4.84,242.69,7.45,243.06
2023,1,3,101.77,6.09,227.19,8.98,228.0
2023,1,4,99.92,10.98,229.31,14.38,230.88
2023,1,5,100.79,6.04,249.94,7.88,249.88
2023,1,6,100.66,8.09,217.75,11.04,218.81
2023,1,7,100.44,7.09,185.94,9.77,187.31
2023,1,8,99.43,7.37,190.25,9.77,191.5
2023,1,9,99.11,5.45,202.75,7.77,203.88
2023,1,10,100.39,6.87,223.5,9.83,224.38
2023,1,11,99.68,9.0,225.19,12.17,226.56
2023,1,12,99.26,6.59,225.06,9.34,226.0
2023,1,13,98.9,10.86,238.31,14.25,239.44
2023,1,14,99.33,8.55,219.19,11.55,220.38
2023,1,15,98.1,13.22,241.19,17.09,242.25
2023,1,16,98.21,6.34,173.0,8.73,173.88
2023,1,17,97.47,6.04,233.94,8.11,234.44
2023,1,18,98.56,6.77,201.06,9.38,201.88
2023,1,19,99.24,3.45,267.0,4.55,266.5
2023,1,20,101.18,2.48,94.38,3.62,94.0
2023,1,21,103.03,4.3,53.81,6.34,54.12
2023,1,22,103.39,4.35,78.25,5.89,79.19
2023,1,23,103.67,2.07,122.25,3.0,124.5
2023,1,24,103.6,3.64,216.44,5.75,217.12
2023,1,25,102.52,6.01,229.31,8.68,230.19
2023,1,26,102.05,5.36,190.19,7.62,175.75
2023,1,27,102.68,3.34,75.88,4.37,76.75
2023,1,28,102.27,4.21,258.06,7.07,258.69
2023,1,29,101.19,7.89,253.69,11.04,254.44
2023,1,30,100.07,12.0,298.12,15.71,299.0
2023,1,31,100.4,10.53,275.25,14.0,276.06
2023,2,1,99.88,12.5,284.19,16.09,285.12
2023,2,2,101.15,5.19,279.0,7.48,279.56
2023,2,3,100.98,11.11,249.62,14.54,250.81
2023,2,4,103.3,4.43,107.69,6.43,107.88
2023,2,5,103.28,5.9,279.12,8.3,280.19
2023,2,6,103.72,3.03,250.62,4.5,250.5
2023,2,7,103.57,5.66,205.06,7.38,206.0
2023,2,8,103.22,6.26,190.31,8.19,191.0
2023,2,9,102.21,8.06,240.62,10.94,241.62
2023,2,10,102.32,7.9,259.88,10.8,260.88
2023,2,11,102.28,8.2,286.75,10.81,287.94
2023,2,12,103.2,5.3,278.38,7.38,279.12
2023,2,13,103.28,3.91,277.12,6.23,277.44
2023,2,14,103.07,3.68,170.06,5.2,171.06
2023,2,15,102.13,4.34,175.81,5.38,176.5
2023,2,16,101.39,4.31,229.44,6.37,230.25
2023,2,17,100.16,13.34,253.94,17.1,255.31
2023,2,18,100.79,6.31,299.06,9.15,299.56
2023,2,19,101.4,6.21,292.75,8.7,293.0
2023,2,20,100.46,12.11,269.38,15.47,270.62
2023,2,21,101.0,6.52,287.81,9.05,288.62
2023,2,22,101.02,4.96,148.25,6.92,149.0
2023,2,23,100.81,5.16,290.0,7.45,290.0
2023,2,24,99.53,9.06,306.19,11.67,307.25
2023,2,25,100.64,8.48,51.75,11.1,37.38
2023,2,26,102.17,5.16,9.69,7.29,9.69
2023,2,27,102.76,3.49,207.75,5.26,207.69
2023,2,28,102.88,1.88,183.94,2.48,184.0
2023,3,1,102.72,1.85,88.31,2.63,88.44
2023,3,2,102.37,3.4,169.94,5.07,169.88
2023,3,3,101.81,5.94,298.62,8.24,299.44
2023,3,4,101.5,8.66,331.12,11.34,331.69
2023,3,5,100.75,5.11,326.19,6.99,326.0
2023,3,6,99.65,4.91,265.62,6.69,265.75
2023,3,7,98.4,9.68,286.31,12.61,287.06
2023,3,8,99.28,2.43,192.69,3.46,191.88
2023,3,9,99.48,2.27,163.38,2.96,165.44
2023,3,10,99.18,4.35,68.44,5.62,69.12
2023,3,11,100.07,5.95,308.81,8.3,308.94
2023,3,12,100.07,5.8,215.62,7.84,216.88
2023,3,13,98.22,12.32,218.06,16.13,219.38
2023,3,14,98.62,9.09,287.88,11.8,288.5
2023,3,15,100.69,7.48,282.19,10.29,282.56
2023,3,16,101.16,8.11,167.06,10.5,168.19
2023,3,17,100.44,6.2,183.0,8.25,184.0
2023,3,18,100.62,2.35,214.62,3.5,215.25
2023,3,19,100.94,4.59,188.06,6.06,188.88
2023,3,20,101.06,4.18,265.38,5.7,265.69
2023,3,21,100.64,5.41,188.81,7.39,189.75
2023,3,22,99.75,8.72,215.69,11.49,216.88
2023,3,23,99.4,8.05,220.38,10.77,221.5
2023,3,24,99.06,9.23,222.25,11.98,223.44
2023,3,25,99.14,7.03,249.69,9.36,250.62
2023,3,26,99.99,6.58,327.62,8.98,327.81
2023,3,27,100.96,7.84,323.0,10.44,323.5
2023,3,28,101.69,4.29,268.75,5.73,269.31
2023,3,29,100.78,5.05,205.56,6.83,206.25
2023,3,30,99.65,7.17,204.38,9.44,205.5
2023,3,31,99.26,4.16,154.31,5.61,155.31
2023,4,1,100.36,9.5,67.38,11.91,68.25
2023,4,2,102.45,5.39,59.88,7.41,60.0
2023,4,3,103.16,3.27,76.31,4.35,76.38
2023,4,4,102.66,2.82,289.81,3.84,290.69
2023,4,5,102.03,1.9,195.38,2.63,181.75
2023,4,6,101.51,5.29,143.06,7.16,143.69
2023,4,7,101.98,6.74,88.81,8.56,89.62
2023,4,8,102.48,4.04,80.44,5.88,80.62
2023,4,9,102.42,3.99,129.12,5.7,129.25
2023,4,10,101.28,8.53,149.62,11.34,151.0
2023,4,11,100.17,6.02,237.25,7.92,237.94
2023,4,12,99.72,7.23,143.56,9.12,144.31
2023,4,13,99.64,6.33,169.56,8.32,170.5
2023,4,14,100.85,4.66,105.75,6.51,106.19
2023,4,15,101.22,5.07,45.62,7.04,46.44
2023,4,16,102.07,2.84,53.38,4.27,53.25
2023,4,17,102.67,4.73,48.44,6.7,48.25
2023,4,18,103.08,5.7,59.19,8.09,59.31
2023,4,19,102.93,5.66,55.75,7.98,56.12
2023,4,20,102.37,7.9,62.69,10.81,63.5
2023,4,21,101.88,6.68,81.62,9.54,82.31
2023,4,22,100.61,6.17,130.31,8.68,131.5
2023,4,23,100.09,4.63,213.56,6.41,213.62
2023,4,24,99.47,6.6,216.44,8.45,217.12
2023,4,25,100.26,10.27,299.31,12.96,300.19
2023,4,26,101.07,7.8,296.88,10.09,297.25
2023,4,27,101.54,5.71,291.75,7.52,291.88
2023,4,28,101.29,4.03,109.25,5.37,109.88
2023,4,29,101.47,6.14,282.0,7.94,282.19
2023,4,30,101.99,3.98,281.38,5.36,282.0
2023,5,1,101.17,5.55,221.0,7.36,221.69
2023,5,2,101.87,7.07,316.88,9.13,317.44
2023,5,3,102.52,4.39,318.0,5.97,318.25
2023,5,4,102.28,3.49,95.56,4.73,95.88
2023,5,5,101.94,11.11,100.56,13.91,101.56
2023,5,6,101.88,8.67,102.94,10.93,103.88
2023,5,7,102.11,7.8,110.94,10.12,111.88
2023,5,8,102.07,7.42,134.25,10.02,135.19
2023,5,9,101.07,7.39,143.25,10.36,144.31
2023,5,10,100.63,5.42,172.94,7.32,172.69
2023,5,11,101.41,3.12,125.5,4.52,126.94
2023,5,12,101.95,4.26,87.44,6.25,87.94
2023,5,13,102.13,2.9,76.19,4.18,76.56
2023,5,14,101.61,2.84,120.44,4.2,120.88
2023,5,15,100.95,3.96,235.94,5.16,222.75
2023,5,16,101.05,9.23,305.5,11.59,306.5
2023,5,17,101.98,8.92,312.69,11.44,313.25
2023,5,18,102.6,3.75,281.75,5.25,282.5
2023,5,19,102.68,3.39,68.12,4.8,67.94
2023,5,20,102.55,4.55,79.94,6.66,80.19
2023,5,21,101.96,5.95,72.38,8.41,73.0
2023,5,22,101.44,5.24,76.19,7.71,77.44
2023,5,23,101.32,9.15,283.94,11.34,284.94
2023,5,24,101.77,4.66,329.06,6.16,330.62
2023,5,25,102.41,7.23,330.56,9.23,331.31
2023,5,26,102.71,6.58,328.12,8.7,328.56
2023,5,27,102.47,3.05,294.88,4.14,293.56
2023,5,28,102.05,4.88,315.19,6.47,315.12
2023,5,29,102.21,6.33,332.0,8.17,332.62
2023,5,30,102.37,3.12,217.62,4.16,203.25
2023,5,31,102.2,6.91,313.38,8.72,313.75
2023,6,1,101.62,7.48,286.62,9.55,288.06
2023,6,2,102.07,3.55,49.25,4.84,50.06
2023,6,3,102.14,3.17,253.56,4.17,253.06
2023,6,4,102.05,3.66,298.56,4.77,299.31
2023,6,5,102.04,2.65,288.38,3.49,278.0
2023,6,6,101.87,4.45,305.31,5.82,305.25
2023,6,7,101.73,3.45,309.0,4.64,309.88
2023,6,8,101.64,4.28,325.88,5.7,326.19
2023,6,9,101.69,2.98,109.94,4.4,111.0
2023,6,10,101.94,6.98,89.38,9.66,90.12
2023,6,11,101.98,7.21,101.88,9.88,102.56
2023,6,12,101.86,5.53,95.94,7.91,96.69
2023,6,13,101.8,5.13,83.94,7.65,84.25
2023,6,14,101.88,3.15,62.38,4.69,62.5
2023,6,15,101.75,2.95,287.25,4.18,287.5
2023,6,16,101.28,2.62,280.62,3.74,282.25
2023,6,17,101.18,1.36,157.69,1.9,161.31
2023,6,18,101.13,2.12,184.94,3.07,185.31
2023,6,19,100.88,5.2,156.12,7.31,156.56
2023,6,20,101.1,2.84,158.88,4.31,158.88
2023,6,21,101.03,5.56,221.56,7.42,222.0
2023,6,22,101.63,3.14,255.19,4.63,255.44
2023,6,23,101.74,4.98,239.12,6.73,239.0
2023,6,24,101.96,3.91,273.5,5.41,273.81
2023,6,25,101.56,1.58,202.38,2.27,201.06
2023,6,26,100.87,7.52,225.31,9.82,225.94
2023,6,27,101.11,8.12,296.56,10.48,297.06
2023,6,28,101.26,4.44,263.62,6.12,263.75
2023,6,29,100.91,4.52,230.81,6.24,230.62
2023,6,30,100.69,5.18,269.0,6.75,269.25
2023,7,1,99.64,7.43,227.62,9.61,228.38
2023,7,2,99.7,10.94,262.06,14.0,262.62
2023,7,3,99.95,9.43,253.38,12.09,253.75
2023,7,4,100.26,8.66,252.5,11.4,252.81
2023,7,5,100.07,6.07,173.31,7.93,174.56
2023,7,6,101.03,7.27,257.69,9.27,258.19
2023,7,7,101.84,2.63,217.12,3.71,217.06
2023,7,8,101.95,3.54,100.0,5.16,100.12
2023,7,9,101.75,5.18,109.62,7.68,110.19
2023,7,10,101.46,4.7,246.56,6.36,246.44
2023,7,11,100.92,5.02,191.5,6.99,192.69
2023,7,12,100.38,5.23,241.25,6.97,241.25
2023,7,13,100.8,5.62,252.12,7.48,252.5
2023,7,14,101.1,4.09,208.81,5.73,208.94
2023,7,15,100.2,5.88,177.06,8.06,177.69
2023,7,16,100.4,10.56,220.69,13.83,221.5
2023,7,17,100.97,8.23,245.62,10.69,245.94
2023,7,18,101.32,6.0,272.38,7.81,272.44
2023,7,19,100.91,3.19,299.94,4.26,299.38
2023,7,20,100.81,6.83,288.25,9.12,288.44
2023,7,21,100.64,3.7,267.31,5.18,266.75
2023,7,22,100.61,4.98,247.88,6.7,248.0
2023,7,23,99.88,6.49,192.88,8.63,193.38
2023,7,24,99.55,6.29,282.44,8.12,283.0
2023,7,25,99.94,6.73,287.56,8.98,287.69
2023,7,26,100.31,6.34,269.81,8.64,269.81
2023,7,27,100.14,2.8,197.12,3.91,196.69
2023,7,28,100.18,2.0,162.38,2.73,161.25
2023,7,29,100.08,4.48,219.44,6.32,219.81
2023,7,30,100.22,5.86,233.44,8.02,233.81
2023,7,31,99.83,4.58,226.06,6.05,226.19
2023,8,1,99.0,3.76,221.12,4.9,205.69
2023,8,2,99.03,3.85,181.75,5.11,181.94
2023,8,3,99.07,4.09,226.94,5.41,226.88
2023,8,4,100.56,6.81,294.69,8.99,294.94
2023,8,5,100.91,3.53,215.75,4.95,215.19
2023,8,6,100.42,5.03,99.69,6.91,100.19
2023,8,7,99.94,12.41,298.25,15.81,299.19
2023,8,8,99.89,12.69,281.12,16.12,281.75
2023,8,9,100.66,9.6,287.19,12.51,287.69
2023,8,10,101.54,6.22,286.75,8.48,287.19
2023,8,11,101.5,3.98,222.12,5.9,222.88
2023,8,12,101.07,3.36,205.06,4.96,205.38
2023,8,13,101.1,5.23,213.06,7.52,213.62
2023,8,14,101.21,3.59,184.06,5.23,184.12
2023,8,15,101.09,5.62,194.38,7.63,194.62
2023,8,16,101.78,5.5,276.81,7.12,276.56
2023,8,17,102.11,3.0,116.94,4.07,116.44
2023,8,18,101.8,5.8,77.25,7.85,77.81
2023,8,19,101.36,6.0,144.94,8.27,145.38
2023,8,20,101.75,3.92,249.06,5.75,249.62
2023,8,21,101.85,3.59,249.31,5.12,249.38
2023,8,22,101.54,3.73,247.25,5.39,247.38
2023,8,23,101.48,4.46,261.69,6.17,261.75
2023,8,24,101.21,3.07,209.69,4.24,209.75
2023,8,25,100.38,4.58,249.0,6.02,248.81
2023,8,26,100.47,2.68,187.88,3.53,187.75
2023,8,27,100.39,3.3,203.38,4.61,203.38
2023,8,28,100.6,4.27,305.56,5.7,305.31
2023,8,29,100.71,2.6,239.25,3.37,239.0
2023,8,30,100.17,3.98,176.56,5.3,176.38
2023,8,31,100.15,2.37,221.25,3.09,216.44
2023,9,1,100.89,3.16,300.69,4.45,300.81
2023,9,2,101.7,4.97,303.19,6.91,302.81
2023,9,3,102.22,5.88,274.69,8.23,275.19
2023,9,4,102.37,3.85,249.38,5.53,249.69
2023,9,5,101.98,1.91,78.06,2.64,80.25
2023,9,6,102.05,4.16,86.69,5.88,86.88
2023,9,7,102.1,5.37,118.12,7.55,118.69
2023,9,8,101.65,4.84,131.69,7.31,132.25
2023,9,9,101.32,2.81,212.56,4.09,212.31
2023,9,10,101.46,2.05,252.81,2.83,253.81
2023,9,11,100.91,4.74,188.25,6.8,188.56
2023,9,12,100.93,3.93,200.19,5.36,199.94
2023,9,13,101.4,5.59,344.12,7.57,344.25
2023,9,14,101.89,3.38,248.94,4.78,248.94
2023,9,15,101.78,4.47,160.38,6.48,160.88
2023,9,16,101.34,3.27,187.38,4.66,187.75
2023,9,17,101.19,5.42,111.38,7.46,112.25
2023,9,18,100.0,6.81,164.19,9.45,165.12
2023,9,19,99.55,11.77,233.19,15.19,233.88
2023,9,20,99.83,10.19,213.69,13.38,214.69
2023,9,21,99.45,6.32,203.06,8.45,203.81
2023,9,22,99.57,4.43,245.69,6.01,245.69
2023,9,23,100.62,4.24,278.56,6.09,278.19
2023,9,24,101.93,5.95,217.88,8.33,218.56
2023,9,25,101.87,6.86,186.12,9.24,186.94
2023,9,26,101.82,4.2,159.0,6.27,159.44
2023,9,27,101.55,3.52,184.5,5.56,184.81
2023,9,28,101.06,6.52,203.06,8.86,203.56
2023,9,29,101.04,6.46,231.75,9.04,232.44
2023,9,30,101.76,7.04,277.31,9.7,277.56
2023,10,1,101.57,3.77,226.5,5.74,227.25
2023,10,2,101.28,3.49,250.06,5.6,250.12
2023,10,3,100.4,6.86,230.38,9.18,230.5
2023,10,4,101.27,9.84,265.44,12.88,265.88
2023,10,5,101.43,6.94,279.31,9.45,279.69
2023,10,6,100.9,10.86,249.94,14.16,250.81
2023,10,7,101.16,6.99,318.88,9.42,319.0
2023,10,8,102.12,3.13,149.81,4.65,150.56
2023,10,9,101.41,2.62,110.94,3.55,111.19
2023,10,10,101.01,5.23,230.0,7.33,230.5
