-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 
Location: Latitude  55.1431   Longitude 14.9226 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 5.4 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS        MERRA-2 Surface Pressure (kPa) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,PS,WS10M,WD10M,WS50M,WD50M
2023,1,1,100.76,11.38,242.19,14.93,242.88
2023,1,2,101.07,9.34,221.94,11.89,222.56
2023,1,3,102.06,9.75,266.88,11.34,267.75
2023,1,4,100.81,10.93,210.94,12.88,212.06
2023,1,5,100.54,10.05,167.62,11.65,168.25
2023,1,6,101.5,9.09,178.31,10.39,179.44
2023,1,7,101.32,7.07,200.31,8.16,201.0
2023,1,8,100.31,8.45,183.31,9.77,184.06
2023,1,9,99.74,6.96,200.12,7.88,200.75
2023,1,10,101.04,6.41,241.06,7.36,241.5
2023,1,11,100.63,10.87,207.88,12.68,208.94
2023,1,12,100.09,11.46,217.19,13.64,218.19
2023,1,13,99.81,10.86,217.56,13.32,218.44
2023,1,14,100.19,12.69,219.12,15.09,220.19
2023,1,15,99.0,13.47,220.81,15.9,222.44
2023,1,16,99.1,10.75,193.25,12.45,194.25
2023,1,17,98.19,11.2,189.31,12.79,190.38
2023,1,18,99.33,5.42,227.81,6.07,228.31
2023,1,19,100.15,8.91,200.94,9.98,201.69
2023,1,20,101.45,4.12,210.25,4.48,210.81
2023,1,21,102.91,10.68,49.5,12.26,49.88
2023,1,22,103.33,10.54,71.5,12.07,71.88
2023,1,23,103.86,3.53,97.06,3.78,96.56
2023,1,24,103.86,3.96,248.62,4.33,249.88
2023,1,25,102.92,7.47,253.94,8.27,254.44
2023,1,26,102.02,5.57,210.81,6.24,211.56
2023,1,27,102.61,7.94,51.31,8.98,51.94
2023,1,28,102.43,6.05,247.12,6.73,247.38
2023,1,29,101.4,11.41,258.56,13.12,259.62
2023,1,30,99.61,13.8,274.69,16.22,276.0
2023,1,31,100.28,12.34,275.12,14.35,276.31
2023,2,1,99.74,13.23,268.94,15.57,270.0
2023,2,2,101.0,8.02,327.81,8.96,328.31
2023,2,3,100.71,11.02,184.0,12.69,184.94
2023,2,4,103.34,8.41,25.12,9.36,25.56
2023,2,5,103.66,4.62,203.94,5.09,204.06
2023,2,6,103.83,3.48,216.31,3.73,216.75
2023,2,7,103.95,5.66,270.94,6.24,271.25
2023,2,8,103.89,8.28,217.19,9.26,217.62
2023,2,9,102.75,12.06,228.06,13.71,229.06
2023,2,10,102.47,11.02,260.94,12.82,262.0
2023,2,11,102.01,10.46,242.0,13.02,243.0
2023,2,12,103.2,6.6,251.12,8.23,251.94
2023,2,13,103.18,8.77,288.5,10.71,289.06
2023,2,14,103.37,4.8,283.25,5.32,283.5
2023,2,15,102.63,4.84,204.38,5.35,204.88
2023,2,16,101.78,5.92,251.06,6.76,251.69
2023,2,17,100.36,12.85,238.38,15.68,239.38
2023,2,18,100.38,13.68,283.62,16.31,284.62
2023,2,19,101.18,9.27,296.56,10.71,297.31
2023,2,20,100.34,14.26,264.25,16.92,265.5
2023,2,21,100.7,10.46,232.38,12.8,232.94
2023,2,22,101.76,7.09,119.06,7.92,119.56
2023,2,23,101.08,7.73,200.19,8.84,200.88
2023,2,24,99.53,8.52,254.0,9.78,254.88
2023,2,25,99.82,11.91,39.5,13.52,40.31
2023,2,26,101.82,8.13,112.44,9.13,98.0
2023,2,27,102.78,2.51,133.75,2.69,134.25
2023,2,28,103.03,4.95,255.56,5.7,256.19
2023,3,1,102.71,3.12,236.69,3.42,236.81
2023,3,2,102.35,3.31,270.06,3.73,271.0
2023,3,3,101.64,8.16,289.94,9.16,290.62
2023,3,4,101.1,8.74,323.31,9.95,323.88
2023,3,5,100.58,8.04,309.69,9.05,310.12
2023,3,6,100.02,4.31,256.25,4.68,256.81
2023,3,7,98.68,14.96,227.38,17.41,228.38
2023,3,8,99.42,8.25,241.06,9.3,241.5
2023,3,9,99.85,5.8,128.31,6.37,128.69
2023,3,10,99.27,8.81,91.06,9.79,91.38
2023,3,11,99.74,10.2,236.19,11.57,236.69
2023,3,12,100.51,9.67,260.06,11.05,260.69
2023,3,13,99.21,11.47,213.12,14.45,214.0
2023,3,14,98.75,9.85,247.31,12.8,247.88
2023,3,15,100.77,8.47,268.75,9.74,269.25
2023,3,16,101.9,6.43,214.0,7.28,214.5
2023,3,17,101.46,10.13,154.5,12.36,155.25
2023,3,18,101.06,6.02,208.75,8.17,209.31
2023,3,19,101.37,2.08,157.0,2.88,158.19
2023,3,20,101.24,6.02,260.75,7.93,261.06
2023,3,21,101.26,4.58,228.31,5.99,228.75
2023,3,22,100.48,7.4,221.5,10.63,221.81
2023,3,23,100.03,7.64,234.38,11.2,234.81
2023,3,24,99.74,8.51,224.0,11.75,224.38
2023,3,25,99.68,7.37,232.44,10.2,233.06
2023,3,26,99.77,8.04,280.81,9.89,281.38
2023,3,27,100.71,7.35,291.12,8.13,291.38
2023,3,28,101.7,8.66,299.56,9.72,300.0
2023,3,29,101.42,5.34,207.31,6.56,207.69
2023,3,30,100.37,5.54,195.0,8.02,195.62
2023,3,31,99.74,6.36,177.62,8.29,177.81
2023,4,1,100.52,11.93,50.12,13.66,50.5
2023,4,2,102.37,10.3,44.0,11.88,44.5
2023,4,3,103.25,6.03,58.88,6.65,59.31
2023,4,4,102.66,3.68,212.0,4.24,211.75
2023,4,5,102.22,2.96,172.62,3.21,173.31
2023,4,6,102.21,6.38,119.38,7.09,119.81
2023,4,7,102.18,8.73,50.25,9.94,50.75
2023,4,8,102.58,7.49,51.5,8.59,51.88
2023,4,9,102.74,4.94,50.62,5.66,50.88
2023,4,10,102.27,5.61,98.38,7.16,98.56
2023,4,11,100.75,6.19,204.06,8.75,204.44
2023,4,12,100.59,4.9,168.56,6.7,169.0
2023,4,13,100.4,4.44,131.25,6.11,131.69
2023,4,14,100.96,7.09,58.06,8.59,58.5
2023,4,15,101.26,9.51,70.81,11.77,71.62
2023,4,16,102.08,6.04,58.12,7.47,58.5
2023,4,17,102.76,5.84,48.81,6.53,49.06
2023,4,18,103.1,7.87,44.56,9.44,45.0
2023,4,19,102.67,11.77,32.44,14.04,33.19
2023,4,20,102.47,10.06,59.56,12.09,60.44
2023,4,21,102.18,6.11,74.56,8.06,74.81
2023,4,22,101.35,4.73,124.94,7.51,124.94
2023,4,23,100.52,5.25,220.0,8.16,220.19
2023,4,24,100.12,4.33,165.44,5.98,165.94
2023,4,25,100.26,8.8,250.62,11.09,251.19
2023,4,26,100.89,9.41,276.5,11.48,277.12
2023,4,27,101.58,8.33,269.19,10.23,269.69
2023,4,28,101.69,4.14,171.38,5.21,171.75
2023,4,29,101.28,5.04,191.94,6.91,192.38
2023,4,30,101.95,6.56,287.75,8.55,288.38
2023,5,1,101.63,3.98,200.69,5.99,201.06
2023,5,2,101.64,5.92,292.56,8.59,293.0
2023,5,3,102.54,4.66,272.31,6.28,272.75
2023,5,4,102.54,4.28,177.06,5.33,175.75
2023,5,5,102.68,12.45,81.19,14.23,81.62
2023,5,6,102.44,11.38,81.88,13.05,82.56
2023,5,7,102.69,6.89,93.38,8.55,93.75
2023,5,8,102.87,4.34,126.44,6.08,127.06
2023,5,9,102.19,7.46,150.88,10.74,151.31
2023,5,10,101.51,8.77,127.5,12.33,128.06
2023,5,11,101.81,6.98,124.62,10.48,125.06
2023,5,12,102.28,5.59,102.19,8.75,102.62
2023,5,13,102.42,5.26,104.44,8.14,104.69
2023,5,14,101.94,4.69,96.56,7.28,96.94
2023,5,15,100.9,4.98,82.75,7.61,83.12
2023,5,16,100.88,8.73,278.19,11.27,278.56
2023,5,17,101.76,9.26,281.06,11.41,281.75
2023,5,18,102.77,2.35,256.69,2.86,256.88
2023,5,19,102.93,4.61,87.75,6.09,88.06
2023,5,20,102.78,6.84,71.44,8.39,71.69
2023,5,21,102.21,4.81,90.5,7.39,90.75
2023,5,22,101.86,6.49,86.75,9.55,87.06
