-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 
Location: Latitude  55.4303   Longitude 9.686 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 37.48 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS        MERRA-2 Surface Pressure (kPa) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,PS,WS10M,WD10M,WS50M,WD50M
2023,1,1,100.01,8.58,229.0,11.87,230.19
2023,1,2,100.55,4.51,238.44,6.88,238.94
2023,1,3,101.61,5.7,229.56,8.59,230.44
2023,1,4,99.77,10.09,226.44,13.41,228.38
2023,1,5,100.56,6.03,262.56,8.12,263.44
2023,1,6,100.52,7.55,212.38,10.4,213.75
2023,1,7,100.33,5.99,187.31,8.49,188.69
2023,1,8,99.31,6.31,192.44,8.69,193.94
2023,1,9,98.97,5.14,197.0,7.16,198.19
2023,1,10,100.25,6.27,222.31,8.94,223.31
2023,1,11,99.54,8.38,221.88,11.36,223.56
2023,1,12,99.11,6.29,221.38,8.89,222.69
2023,1,13,98.75,10.09,231.06,13.38,232.81
2023,1,14,99.2,8.3,215.31,10.91,216.69
2023,1,15,97.94,12.3,236.88,16.14,238.25
2023,1,16,98.08,6.28,172.69,8.73,173.5
2023,1,17,97.28,5.81,211.81,7.87,213.19
2023,1,18,98.45,5.98,198.88,8.62,199.94
2023,1,19,99.07,3.87,235.44,5.33,235.5
2023,1,20,100.96,2.53,60.75,3.95,60.88
2023,1,21,102.81,4.05,50.19,6.34,50.62
2023,1,22,103.19,4.17,74.81,6.12,75.69
2023,1,23,103.46,1.95,118.19,3.11,119.31
2023,1,24,103.42,3.61,220.69,5.59,221.0
2023,1,25,102.35,5.98,225.0,8.27,226.0
2023,1,26,101.81,5.11,196.12,6.98,197.0
2023,1,27,102.46,3.11,74.69,4.29,75.0
2023,1,28,102.06,4.44,251.75,6.77,252.44
2023,1,29,100.98,7.95,250.94,10.72,252.06
2023,1,30,99.78,11.34,294.12,15.07,295.38
2023,1,31,100.15,9.67,271.75,13.09,272.94
2023,2,1,99.62,11.33,280.81,14.88,282.19
2023,2,2,100.95,4.49,277.12,6.39,277.62
2023,2,3,100.69,10.27,245.81,13.68,247.12
2023,2,4,103.12,3.76,100.62,5.94,100.81
2023,2,5,103.08,5.2,264.62,7.24,265.62
2023,2,6,103.53,2.87,240.06,3.88,240.12
2023,2,7,103.41,5.08,211.38,6.77,211.94
2023,2,8,103.07,5.63,193.06,7.4,193.69
2023,2,9,102.02,7.63,236.25,10.46,237.56
2023,2,10,102.1,7.74,257.69,10.4,258.75
2023,2,11,102.02,8.21,284.88,10.98,286.31
2023,2,12,102.98,5.27,275.25,7.25,276.06
2023,2,13,103.06,4.26,279.56,6.64,280.0
2023,2,14,102.92,3.02,177.31,4.13,178.12
2023,2,15,101.97,3.8,179.56,4.74,180.12
2023,2,16,101.22,4.4,227.06,6.22,227.88
2023,2,17,99.93,12.79,251.31,16.64,252.88
2023,2,18,100.54,6.64,294.62,9.53,295.38
2023,2,19,101.17,5.97,289.31,8.51,289.94
2023,2,20,100.2,11.88,268.75,15.38,270.25
2023,2,21,100.75,6.88,290.94,9.63,291.88
2023,2,22,100.89,4.98,145.44,6.44,146.0
2023,2,23,100.58,4.62,271.94,6.95,272.56
2023,2,24,99.27,8.53,300.56,11.2,301.75
2023,2,25,100.35,8.41,109.19,11.31,65.19
2023,2,26,101.92,4.81,95.69,7.25,96.0
2023,2,27,102.53,3.52,240.19,5.63,240.69
2023,2,28,102.67,1.8,193.31,2.49,194.0
2023,3,1,102.51,2.23,76.69,3.23,77.25
2023,3,2,102.13,3.15,164.12,4.91,164.69
2023,3,3,101.56,5.56,288.12,7.53,289.0
2023,3,4,101.21,7.31,326.31,9.95,327.06
2023,3,5,100.51,4.3,318.31,6.09,318.62
2023,3,6,99.48,4.15,261.81,5.9,262.25
2023,3,7,98.15,9.2,273.94,12.27,275.12
2023,3,8,99.09,2.2,182.12,3.38,181.38
2023,3,9,99.29,2.28,163.06,3.18,163.12
2023,3,10,98.97,4.01,77.88,5.43,78.12
2023,3,11,99.82,5.58,302.69,7.9,303.38
2023,3,12,99.92,5.28,215.12,7.39,216.31
2023,3,13,98.1,11.66,218.5,15.59,219.75
2023,3,14,98.38,8.84,280.06,11.71,280.81
2023,3,15,100.46,6.81,277.12,9.7,277.94
2023,3,16,101.06,6.75,170.06,8.98,170.75
2023,3,17,100.3,5.42,182.31,7.55,183.19
2023,3,18,100.43,2.11,219.06,3.14,219.5
2023,3,19,100.77,4.33,185.31,5.77,185.94
2023,3,20,100.85,4.46,262.0,6.16,262.38
2023,3,21,100.49,4.8,191.31,6.68,192.12
2023,3,22,99.61,8.16,218.31,10.99,219.5
2023,3,23,99.25,7.57,222.69,10.41,223.81
2023,3,24,98.91,8.84,222.31,11.7,223.38
2023,3,25,98.96,6.51,246.56,8.91,247.38
2023,3,26,99.75,5.95,323.56,8.28,323.81
2023,3,27,100.7,6.61,318.31,9.08,318.94
2023,3,28,101.51,3.72,273.19,5.48,273.62
2023,3,29,100.63,4.67,202.69,6.43,203.75
2023,3,30,99.5,6.55,200.44,8.82,201.69
2023,3,31,99.09,4.4,164.31,5.88,165.44
2023,4,1,100.19,8.8,68.06,11.4,68.94
2023,4,2,102.24,5.16,56.12,7.56,56.38
2023,4,3,102.96,3.32,71.06,4.41,70.88
2023,4,4,102.44,2.59,296.81,3.82,297.25
2023,4,5,101.82,2.35,141.31,3.42,141.75
2023,4,6,101.38,5.2,143.44,7.18,144.19
2023,4,7,101.83,6.3,85.25,8.08,85.94
2023,4,8,102.29,3.97,75.62,5.73,75.75
2023,4,9,102.26,3.77,127.5,5.38,127.5
2023,4,10,101.2,8.13,145.06,10.85,146.62
2023,4,11,100.0,5.45,236.19,7.49,237.0
2023,4,12,99.62,7.27,139.75,9.29,141.0
2023,4,13,99.53,5.55,171.25,7.54,172.25
2023,4,14,100.68,3.93,93.12,5.62,93.38
2023,4,15,101.01,5.13,54.69,7.22,55.56
2023,4,16,101.86,3.09,51.56,4.72,51.31
2023,4,17,102.46,4.66,43.94,6.77,44.0
