-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 
Location: Latitude  55.2731   Longitude 10.5903 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 14.11 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS        MERRA-2 Surface Pressure (kPa) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,PS,WS10M,WD10M,WS50M,WD50M
2023,1,1,100.35,9.1,231.75,12.52,232.56
2023,1,2,100.83,5.22,229.19,7.45,229.88
2023,1,3,101.94,6.83,236.44,8.91,237.0
2023,1,4,100.15,10.4,219.62,13.43,221.06
2023,1,5,100.74,7.91,267.62,9.88,268.56
2023,1,6,100.92,8.72,202.56,11.08,203.69
2023,1,7,100.76,6.38,190.44,8.78,191.44
2023,1,8,99.72,6.56,188.19,8.73,189.31
2023,1,9,99.34,5.89,194.25,7.39,195.25
2023,1,10,100.63,7.01,222.62,8.93,223.56
2023,1,11,99.95,9.4,217.75,12.02,219.19
2023,1,12,99.49,7.33,214.5,9.41,215.56
2023,1,13,99.12,11.04,223.25,13.8,224.81
2023,1,14,99.58,9.98,215.12,12.19,216.5
2023,1,15,98.31,13.41,231.5,16.66,233.0
2023,1,16,98.49,8.3,180.5,10.21,181.38
2023,1,17,97.6,8.21,196.56,10.04,197.62
2023,1,18,98.85,7.05,202.56,9.01,203.44
2023,1,19,99.43,6.91,213.62,8.63,214.62
2023,1,20,101.19,2.88,280.94,3.84,281.12
2023,1,21,103.08,4.72,51.5,6.31,51.75
2023,1,22,103.47,5.32,67.81,6.99,68.94
2023,1,23,103.76,2.67,118.88,3.58,120.06
2023,1,24,103.74,4.04,238.12,5.3,238.44
2023,1,25,102.69,7.04,228.75,8.52,229.88
2023,1,26,102.04,6.05,181.69,7.71,182.44
2023,1,27,102.72,3.48,78.12,4.73,78.06
2023,1,28,102.34,5.63,251.69,7.34,252.56
2023,1,29,101.25,8.93,249.5,11.23,250.62
2023,1,30,99.87,12.47,288.94,15.74,290.19
2023,1,31,100.35,10.48,269.0,13.31,270.19
2023,2,1,99.78,11.79,276.12,14.84,277.56
2023,2,2,101.22,5.34,281.38,6.83,281.56
2023,2,3,100.83,11.05,211.56,14.02,212.88
2023,2,4,103.45,3.98,85.5,5.23,85.75
2023,2,5,103.39,6.23,245.56,7.99,246.62
2023,2,6,103.82,2.9,251.06,3.66,251.0
2023,2,7,103.76,5.35,226.12,6.86,226.69
2023,2,8,103.46,6.2,200.56,7.94,201.06
2023,2,9,102.34,8.77,228.94,11.03,230.25
2023,2,10,102.36,8.33,254.69,10.73,255.69
2023,2,11,102.18,8.81,284.38,12.06,285.44
2023,2,12,103.21,5.92,275.19,8.38,275.94
2023,2,13,103.3,5.3,283.0,7.75,283.69
2023,2,14,103.26,2.73,210.19,3.36,210.44
2023,2,15,102.32,4.45,182.06,5.18,182.56
2023,2,16,101.54,4.7,229.5,6.4,230.12
2023,2,17,100.14,13.55,246.81,17.38,248.31
2023,2,18,100.71,8.76,290.5,11.33,291.5
2023,2,19,101.38,7.26,287.75,9.32,288.5
2023,2,20,100.39,12.17,266.0,15.48,267.38
2023,2,21,100.93,8.09,296.25,10.84,297.12
2023,2,22,101.29,5.16,152.88,6.23,152.75
2023,2,23,100.82,5.34,242.12,7.29,242.94
2023,2,24,99.42,9.23,290.0,11.45,291.19
2023,2,25,100.45,11.09,22.75,13.66,8.38
2023,2,26,102.11,6.16,96.88,8.19,97.25
2023,2,27,102.77,3.66,217.06,5.16,217.38
2023,2,28,102.95,2.02,231.62,2.68,231.94
2023,3,1,102.76,3.55,204.81,4.71,205.12
2023,3,2,102.37,2.96,216.94,4.11,217.44
2023,3,3,101.77,5.95,282.94,7.64,283.62
2023,3,4,101.36,6.86,328.56,8.78,329.0
2023,3,5,100.72,4.72,313.19,5.96,313.69
2023,3,6,99.8,3.91,257.0,4.94,257.38
2023,3,7,98.35,11.6,256.44,14.17,257.94
2023,3,8,99.4,2.86,199.0,3.69,198.75
2023,3,9,99.61,3.24,158.38,4.05,158.62
2023,3,10,99.23,4.57,73.62,5.9,73.94
2023,3,11,100.01,6.74,275.0,8.55,275.56
2023,3,12,100.29,6.23,220.25,7.8,221.25
2023,3,13,98.5,12.08,218.88,15.81,219.88
2023,3,14,98.6,9.48,271.75,12.24,272.38
2023,3,15,100.7,7.57,270.75,9.67,271.88
2023,3,16,101.52,7.49,185.25,9.56,185.75
2023,3,17,100.71,6.7,172.56,9.0,173.31
2023,3,18,100.74,2.48,224.5,3.68,224.62
2023,3,19,101.11,3.93,179.5,5.59,179.94
2023,3,20,101.12,4.99,260.62,7.08,261.06
2023,3,21,100.87,4.84,195.31,6.7,195.81
2023,3,22,99.99,8.02,219.38,11.3,220.38
2023,3,23,99.59,7.76,226.88,10.98,227.69
2023,3,24,99.25,9.48,221.25,12.59,222.19
2023,3,25,99.28,6.49,237.5,9.3,238.25
2023,3,26,99.94,7.23,316.5,9.04,316.75
2023,3,27,100.87,6.52,320.38,8.12,320.69
2023,3,28,101.79,4.62,281.75,6.3,282.0
2023,3,29,101.01,5.08,202.81,6.68,203.56
2023,3,30,99.87,6.69,196.0,9.3,197.0
2023,3,31,99.43,4.93,166.94,6.66,167.88
2023,4,1,100.5,8.85,69.94,10.91,70.62
2023,4,2,102.5,5.67,49.88,7.41,50.38
2023,4,3,103.25,3.25,55.12,3.81,54.81
2023,4,4,102.7,2.19,319.19,2.86,319.81
2023,4,5,102.08,2.59,159.38,3.48,159.44
2023,4,6,101.79,5.3,150.0,6.69,150.44
2023,4,7,102.17,6.12,78.81,7.7,79.38
2023,4,8,102.59,3.84,68.5,5.23,68.62
2023,4,9,102.61,3.48,129.69,4.68,129.81
2023,4,10,101.7,8.69,136.81,11.1,137.81
2023,4,11,100.33,5.27,232.31,7.45,233.06
2023,4,12,100.07,7.94,142.31,9.76,143.19
2023,4,13,99.93,5.59,170.94,7.58,171.75
2023,4,14,100.97,3.67,64.62,4.95,64.88
2023,4,15,101.27,5.66,68.44,8.16,69.25
2023,4,16,102.13,3.45,39.44,5.2,40.0
2023,4,17,102.72,4.28,42.44,6.05,42.44
2023,4,18,103.16,5.23,58.44,7.39,58.94
2023,4,19,102.96,6.21,44.31,8.6,45.12
2023,4,20,102.46,7.8,65.19,10.81,66.12
2023,4,21,102.04,5.47,83.44,7.84,83.94
2023,4,22,100.9,6.67,125.38,9.14,126.12
2023,4,23,100.23,4.3,221.06,6.22,221.75
2023,4,24,99.64,6.59,186.69,8.85,187.44
2023,4,25,100.14,9.96,281.69,12.06,282.94
2023,4,26,101.0,8.98,286.31,11.01,287.19
2023,4,27,101.54,7.05,282.12,8.8,282.88
2023,4,28,101.45,3.26,141.69,4.32,142.62
2023,4,29,101.41,6.2,255.25,7.89,255.44
2023,4,30,102.0,5.12,296.81,6.59,297.12
2023,5,1,101.3,4.99,215.25,6.98,215.81
2023,5,2,101.77,6.11,308.75,7.7,309.44
2023,5,3,102.51,4.45,305.88,5.89,306.56
2023,5,4,102.4,3.73,109.38,5.03,110.5
2023,5,5,102.27,11.82,101.19,14.29,101.75
2023,5,6,102.13,9.91,103.38,12.12,104.06
2023,5,7,102.38,7.23,112.44,9.33,113.19
2023,5,8,102.4,7.87,137.62,10.38,138.44
2023,5,9,101.47,9.22,141.62,12.09,142.44
2023,5,10,100.89,7.42,140.75,10.1,141.69
2023,5,11,101.48,2.92,121.69,4.22,122.38
2023,5,12,102.09,4.49,96.06,6.27,96.69
2023,5,13,102.24,3.68,94.06,5.11,94.5
2023,5,14,101.76,3.48,125.56,4.85,126.06
2023,5,15,100.95,3.62,122.06,5.07,122.44
2023,5,16,100.93,7.98,286.94,9.66,288.0
2023,5,17,101.87,8.98,301.81,11.04,302.69
2023,5,18,102.65,3.09,209.12,4.1,224.12
2023,5,19,102.79,2.11,101.56,2.77,101.88
2023,5,20,102.66,4.3,82.56,6.04,82.88
2023,5,21,102.09,5.41,65.81,7.65,66.44
2023,5,22,101.61,5.42,95.44,7.69,96.0
2023,5,23,101.22,5.95,241.5,7.52,241.81
2023,5,24,101.75,3.72,325.5,5.04,326.0
2023,5,25,102.32,6.75,323.19,8.52,323.81
2023,5,26,102.63,6.58,322.31,8.45,322.94
2023,5,27,102.51,2.78,274.56,3.72,275.12
2023,5,28,102.04,4.52,302.69,5.91,302.62
2023,5,29,102.14,4.91,318.56,6.41,319.06
2023,5,30,102.42,2.71,175.38,3.46,161.12
2023,5,31,102.11,6.59,284.44,8.47,284.94
2023,6,1,101.52,6.97,241.12,8.76,241.88
2023,6,2,102.16,4.52,46.81,5.53,46.88
2023,6,3,102.2,2.36,223.25,3.19,223.44
2023,6,4,102.08,2.66,291.94,3.32,292.38
2023,6,5,102.05,1.24,194.06,1.66,194.25
2023,6,6,101.87,3.47,287.88,4.56,287.75
2023,6,7,101.77,1.98,277.25,2.52,277.5
2023,6,8,101.63,2.83,305.06,3.79,305.12
2023,6,9,101.8,4.35,121.25,5.94,121.75
2023,6,10,102.12,7.63,87.06,9.83,87.81
2023,6,11,102.21,6.98,98.56,9.09,99.31
2023,6,12,102.04,5.25,102.31,7.18,103.12
2023,6,13,101.91,4.86,80.5,6.74,80.88
2023,6,14,101.98,2.4,59.88,3.16,60.12
2023,6,15,101.75,3.16,229.06,4.12,229.44
2023,6,16,101.33,2.28,177.81,3.27,178.12
2023,6,17,101.25,2.62,52.0,3.52,52.12
2023,6,18,101.2,3.09,224.12,4.13,224.0
2023,6,19,101.07,3.77,140.31,5.2,141.38
2023,6,20,101.23,2.49,180.62,3.52,181.31
2023,6,21,101.11,5.95,219.25,7.94,219.62
2023,6,22,101.68,3.0,246.75,4.18,246.38
2023,6,23,101.71,5.03,252.38,6.64,252.56
2023,6,24,102.0,4.52,288.62,6.06,288.94
2023,6,25,101.68,1.38,180.94,1.98,183.38
2023,6,26,100.95,7.39,207.69,9.67,208.06
2023,6,27,101.04,9.33,291.06,11.41,291.81
2023,6,28,101.3,5.09,290.25,6.58,290.38
2023,6,29,101.03,3.48,233.38,4.8,233.81
2023,6,30,100.72,5.62,280.69,6.97,280.94
2023,7,1,99.82,7.61,220.75,9.53,221.69
2023,7,2,99.74,11.14,257.5,13.75,258.44
2023,7,3,100.04,10.09,249.12,12.43,250.0
2023,7,4,100.38,9.32,244.5,11.62,245.38
2023,7,5,100.36,8.46,176.19,10.65,177.06
2023,7,6,101.1,8.12,254.0,10.27,254.81
2023,7,7,101.94,3.17,221.5,4.34,220.69
2023,7,8,102.08,2.2,95.94,3.16,96.5
2023,7,9,101.95,3.38,111.12,5.11,111.75
2023,7,10,101.52,5.09,223.19,7.39,223.56
2023,7,11,101.14,4.56,189.81,6.66,190.62
2023,7,12,100.45,4.84,217.31,6.55,217.75
2023,7,13,100.91,6.48,241.62,8.46,242.12
2023,7,14,101.26,3.76,215.12,5.2,215.62
2023,7,15,100.42,6.74,168.19,9.37,169.0
2023,7,16,100.64,8.66,226.44,11.41,226.88
2023,7,17,101.09,8.2,235.56,10.32,236.19
2023,7,18,101.37,6.76,266.06,8.52,266.5
2023,7,19,100.95,3.54,286.19,4.64,286.38
2023,7,20,100.8,7.36,282.5,9.25,283.0
2023,7,21,100.71,4.24,269.12,5.4,269.19
2023,7,22,100.7,5.65,255.88,7.12,256.0
2023,7,23,100.18,6.02,196.88,7.71,198.06
2023,7,24,99.61,6.55,250.81,8.69,251.56
2023,7,25,99.94,6.8,275.25,8.49,275.88
2023,7,26,100.39,6.93,256.94,8.68,257.44
2023,7,27,100.28,3.79,221.19,4.95,221.69
2023,7,28,100.26,1.96,151.88,2.7,150.56
2023,7,29,100.22,3.45,223.12,4.84,223.5
2023,7,30,100.37,5.8,235.62,7.56,236.25
2023,7,31,99.97,4.98,222.81,6.44,223.56
2023,8,1,99.15,3.38,224.62,4.41,224.75
2023,8,2,99.19,4.12,204.0,5.32,204.62
2023,8,3,99.09,3.34,280.94,4.54,281.88
2023,8,4,100.55,6.91,277.19,8.68,277.94
2023,8,5,101.03,3.7,220.38,4.9,220.81
2023,8,6,100.45,5.52,108.69,7.1,109.12
2023,8,7,99.69,13.2,287.69,16.26,289.5
2023,8,8,99.81,13.54,268.88,16.78,270.12
2023,8,9,100.66,10.06,272.88,12.53,274.0
2023,8,10,101.55,7.2,277.75,9.15,278.44
2023,8,11,101.67,4.27,219.75,6.16,220.62
2023,8,12,101.21,3.27,179.12,4.8,180.25
2023,8,13,101.27,4.85,226.94,6.79,227.25
2023,8,14,101.35,2.98,173.81,4.35,174.0
2023,8,15,101.22,4.69,198.44,6.73,198.69
2023,8,16,101.85,5.11,263.56,6.98,264.0
2023,8,17,102.21,4.02,103.56,5.2,104.19
2023,8,18,101.92,5.66,78.44,7.55,79.25
2023,8,19,101.59,6.03,119.88,8.16,120.62
2023,8,20,101.82,3.6,265.12,5.21,265.5
2023,8,21,101.94,3.83,269.69,5.34,269.75
2023,8,22,101.64,3.77,256.19,5.36,256.06
2023,8,23,101.55,4.36,266.44,5.99,266.56
2023,8,24,101.35,3.15,222.06,4.28,222.56
2023,8,25,100.47,4.8,204.31,6.39,204.56
2023,8,26,100.52,4.98,197.0,6.26,197.0
2023,8,27,100.55,4.35,199.56,5.72,200.12
2023,8,28,100.61,4.5,287.06,5.8,287.38
2023,8,29,100.83,2.05,246.25,2.6,247.0
2023,8,30,100.37,4.21,169.06,5.48,169.44
2023,8,31,100.29,3.66,217.0,4.84,217.44
2023,9,1,100.9,4.5,292.06,6.17,292.62
